0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,words
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011730205278592375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,assimilated
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002243661655822302,0,0,0,0,0,0,artsploitation
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016501650165016502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ought
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007852815795378057,0,0,0,0,0,0,1980s
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011441647597254005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cuar
0,0,0,0,0,0,0,0,0,0,0.0005688929343497553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,repulse
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005657388549445575,0,0,0,0,0,0,0,0,0,0,0,wisegirls
0,0,0,0,0,0,0,0,0.0005928385107896608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sc2
0.0006864988558352404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moist
0.0003432494279176202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mcconaughey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010257579211306132,0,0,0,0,0,0,0,0,0,0,ceremonies
0,0,0.0014980410232772528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003259452411994785,0,0.000690766751093714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flaccid
0,0,0,0,0,0,0,0,0,0,0,0,0,0.002173913043478261,0,0,0,0,0,0.00023576564894494873,0.0005893446487505893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wonders
0,0,0,0,0,0,0,0,0,0.0011523392486748097,0,0,0.004751970329160872,0,0,0.0075848784011557915,0,0.0014076246334310853,0,0,0,0.004220893422441083,0.000706547338671691,0.005544240778456664,0,0,0.0076309794988610475,0,0,0.003384858400090263,0,0,0.0011270145384875464,0.0034063260340632603,0,end
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011441647597254005,0,0,0,0,0.000690766751093714,0,0,0,0,0,0,0,0,0,0,0,0,0.0008341277407054338,0,0,0,healthy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010361501266405709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rarest
0,0,0,0,0,0,0,0,0,0.0009218713989398478,0,0,0,0,0.00297789485740465,0,0,0.0017595307917888565,0,0.00035364847341742313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,community
0,0,0,0,0,0,0,0,0,0,0.00011377858686995107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024330900243309,0,watercolor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010864841373315949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oscar-winners
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004815795810257645,0,0,0,0,0,0.0005862351975612615,0,0,0,0,0,0,0,0,0,0,0,0,0,approaches
0.0011441647597254005,0,0,0,0,0,0,0,0.00023713540431586434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018235696375655344,0,0,0,0,0,0,0,0,0,0,continues
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012668621700879767,0,0,0,0,0,0,0,0,0,0,0.0035898586493156833,0,0,0,0,0,0,low
0,0,0.00034570177460244297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008058945429426663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,restrained
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012897174346347753,0,0,0,0,0,0,0,0,0,0,0,0,0,brainpower
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011453441759248654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,life-changing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007182188173330142,0,0,0,0,0,0,0,0,0,agency
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006969450574979672,0,0,0,0,iota
0,0,0,0,0,0,0,0,0,0.00011523392486748098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miles
0,0,0,0,0,0,0,0.0010438413361169101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lingers
0,0,0,0,0,0,0.0005616084465910366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fruit
