0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,words
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002740476842970677,0,0,0,0,0,0,0,0,0,swingers
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015177216319971433,0,0,0,0,0,0,0,0,bride
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005413208228076507,0,0,0,0,0,collaboration
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.886307464162137e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009042408897730355,0,miscalculation
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002715423606082549,0,0,0,0,0,0,0,0,0,0,0,unevenly
0,0,0,0,0,0,0,0,0,0,0,0,0.00027842227378190254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mehta
0,0,0,0,0,0,0,0,0,0,0,0.0005595449034785042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in-your-face
0,0,0,0.0005521811154058531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,terrifically
0,0,0,0,0,0,0,0,0,0.0004624919063916381,0,0,0,0,0,0.0014088227524874527,0,0,0,0,0,0,0,0,0.001263081919884518,0,0,0,0,0,saccharine
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006430277420540143,0,0,beer
0,0.0011229646266142617,0.0008838259844839438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011875399652872933,0,0,0,0,0,0,0,0,0,disappointed
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045012603528988117,0,0,0,0,0,0,0,drunk
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003561570652657822,0,0,0,0,0,8.953353030710002e-05,0,0,0,0,0,0,unencouraging
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017906706061420003,0,0,0,0,0,0,slathered
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018102824040550327,0,0,0,0,0,0,0.0009169264624977075,0,0,0,0,spiced
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.002520705797624e-05,0,0,0,0,0,0,0,glitches
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.051412020275164e-05,0,0,0,0,0,0.006766510285095634,0,0,0,0,0,sitting
0.0015268632503101442,0,0,0,0,0,0,0.0018373909049150207,0,0.008324854315049486,0,0,0,0,0,0,0,0,0,0,0.002740476842970677,0,0,0,0,0,0,0,0.002531874491364499,0,rich
0,0,0,0,0,0,0,9.186954524575104e-05,0,0,0,0.00037302993565233614,0,0,0,0,0.0004560795402718234,0,0,0,0,0,0,0,0,0,0,0,0,0,ploddingly
0,0,9.820288716488265e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.974243919949744e-05,0,0,0,diapers
0,0,0,0,0,0,0,0,0,0,0.0005476951163852123,0,0,0,9.886307464162137e-05,0.00035220568812186317,0,0,0,0,0.0014615876495843612,0,0,0,0,0,0,0,0,0,ice
0,0,0,0,0,0,0.0002820344081978002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,surfer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007179395135959796,0,0,0,dumas
0,0,0,0,0,0.0024489106569836176,0,0.0011943040881947633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014697776961234614,0,0,five
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026711779894933663,0,0,0,0,0,0,0,0,8.974243919949744e-05,0,0,0,location
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009927797833935018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,self-aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812274368231047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pythonesque
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005384546351969846,0,0,0,confection
0,0,9.820288716488265e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cockeyed
0.00047714476572192005,0,0,0,0,0,0,0,0,0,0,0,0,0.0010830324909747292,0,0.00044025711015232893,0,0,0,0,0,0,0.0010803024846957148,0,0,0,0,0,0,0,quest
0,0,0,0,0,0,0,0,0,0,0,0,0.0010208816705336427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,helpings
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812274368231047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,simmer
0,0,0,0,0,0,0.001410172040989001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earn
0,0,0,0.00046015092950487757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006267347121497001,0,0,0,0,0,0,dey
0.00028628685943315205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cavorting
0,0,0,0.00046015092950487757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crash-and-bash
0,0,0,0,0,0,0,0,0,0.0003699935251133105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,advocacy
0,0,0,0,0,0,0,0,0,0,0.0005476951163852123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,well-directed
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006329686228411247,0,frothy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023683213338385753,0,0,0,8.953353030710002e-05,0,0,0,0,0,0,bogs
0,0,0,0,0.00046468401486988845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bespeaks
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045012603528988117,0,0,0,0,0,0,0,relays
0,0,0,0,0,0,0,9.186954524575104e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.974243919949744e-05,0,0,0,evoked
0,0,0,0,0.0003717472118959108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,compass
0,0,0,0,0,0,0.002820344081978002,0,0,0,0,0.003543784388697193,0,0,0.0005931784478497282,0,0,0.0020479031252782476,0.003167994207096307,0,0,0,0,0,0,0,0,0,0.0013563613346595533,0,jokes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.042408897730355e-05,0,commodified
0,0,9.820288716488265e-05,0,0,0,0,0.002847955902618282,0,0,0,0,0,0,0,0,0,0,0,0,0.002101032246277519,0,0,0,0.0014435221941537352,0,0,0,0,0,typical
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026364355391510674,hairier
0,0,0,0,0,8.444519506840061e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shunji
0,0,0,0,0,0,0.0008461032245934005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,small-budget
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001804402742692169,0,0,0,9.042408897730355e-05,0,detachment
0,0.0006550626988583193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slaloming
